----------Creating Processes----------
Process: A 	Size: 17 	Arrival Time: 5 	Run Time: 5 
[0:012.0] Process: 3, Page Referenced: 16, Page-in-memory: 29
[0:012.0] Process: I, Enter, Size: 31, Service Duration: 1
Memory-map: IOUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAImSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:012.1] Process: 5, Page Referenced: 10, Page-in-memory: 90
[0:012.1] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:012.1] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:012.1] Process: O, Page Referenced: 14, Page-in-memory: 38, Process Evicted: I
[0:012.1] Process: S, Page Referenced: 3, Page-in-memory: 4
[0:012.1] Process: U, Page Referenced: 1, Page-in-memory: 14
[0:012.1] Process: i, Page Referenced: 0, Page-in-memory: 0
[0:012.1] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:012.1] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:012.1] Process: A, Exit, Size: 17, Service Duration: 1
Memory-map: IOUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAOmSRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:012.1] Process: a, Page Referenced: 1, Page-in-memory: 27
[0:012.1] Process: f, Page Referenced: 0, Page-in-memory: 0
[0:012.1] Process: 3, Page Referenced: 9, Page-in-memory: 39, Process Evicted: m
[0:012.1] Process: I, Page Referenced: 2, Page-in-memory: 40, Process Evicted: S
[0:012.1] Process: W, Enter, Size: 5, Service Duration: 5
Memory-map: WOUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3IRSYYmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:012.2] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:012.2] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:012.2] Process: M, Page Referenced: 30, Page-in-memory: 97
[0:012.2] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:012.2] Process: S, Page Referenced: 4, Page-in-memory: 7
[0:012.2] Process: U, Page Referenced: 16, Page-in-memory: 26
[0:012.2] Process: i, Page Referenced: 0, Page-in-memory: 0
[0:012.2] Process: O, Page Referenced: 1, Page-in-memory: 11
[0:012.2] Process: E, Page Referenced: 30, Page-in-memory: 12
[0:012.2] Process: a, Page Referenced: 4, Page-in-memory: 21
[0:012.2] Process: f, Page Referenced: 14, Page-in-memory: 41, Process Evicted: R
[0:012.2] Process: 3, Page Referenced: 4, Page-in-memory: 42, Process Evicted: S
[0:012.2] Process: I, Page Referenced: 21, Page-in-memory: 43, Process Evicted: Y
[0:012.2] Process: W, Page Referenced: 1, Page-in-memory: 44, Process Evicted: Y
[0:012.2] Process: X, Enter, Size: 31, Service Duration: 3
Memory-map: XOUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWmYAfAAUffS3UfEEeUIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:012.3] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:012.3] Process: l, Page Referenced: 2, Page-in-memory: 20
[0:012.3] Process: M, Page Referenced: 2, Page-in-memory: 45, Process Evicted: m
[0:012.3] Process: O, Page Referenced: 10, Page-in-memory: 46, Process Evicted: Y
[0:012.3] Process: S, Page Referenced: 3, Page-in-memory: 4
[0:012.3] Process: U, Page Referenced: 0, Page-in-memory: 0
[0:012.3] Process: i, Page Referenced: 0, Page-in-memory: 0
[0:012.3] Process: O, Page Referenced: 23, Page-in-memory: 47, Process Evicted: A
[0:012.3] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:012.3] Process: a, Page Referenced: 4, Page-in-memory: 21
[0:012.3] Process: f, Page Referenced: 1, Page-in-memory: 22
[0:012.3] Process: 3, Page Referenced: 0, Page-in-memory: 0
[0:012.3] Process: I, Page Referenced: 16, Page-in-memory: 48, Process Evicted: f
[0:012.3] Process: W, Page Referenced: 1, Page-in-memory: 44
[0:012.3] Process: X, Page Referenced: 30, Page-in-memory: 49, Process Evicted: A
[0:012.4] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:012.4] Process: l, Page Referenced: 1, Page-in-memory: 94
[0:012.4] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:012.4] Process: O, Page Referenced: 11, Page-in-memory: 50, Process Evicted: A
[0:012.4] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:012.4] Process: U, Page Referenced: 3, Page-in-memory: 51, Process Evicted: U
[0:012.4] Process: i, Page Referenced: 4, Page-in-memory: 3
[0:012.4] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:012.4] Process: E, Page Referenced: 0, Page-in-memory: 0
[0:012.4] Process: a, Page Referenced: 4, Page-in-memory: 21
[0:012.4] Process: f, Page Referenced: 16, Page-in-memory: 28
[0:012.4] Process: 3, Page Referenced: 16, Page-in-memory: 29
[0:012.4] Process: I, Page Referenced: 0, Page-in-memory: 0
[0:012.4] Process: W, Page Referenced: 4, Page-in-memory: 52, Process Evicted: f
[0:012.4] Process: X, Page Referenced: 30, Page-in-memory: 49
[0:012.5] Process: 5, Page Referenced: 10, Page-in-memory: 90
[0:012.5] Process: l, Page Referenced: 16, Page-in-memory: 91
[0:012.5] Process: M, Page Referenced: 26, Page-in-memory: 53, Process Evicted: f
[0:012.5] Process: O, Page Referenced: 1, Page-in-memory: 6
[0:012.5] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:012.5] Process: U, Page Referenced: 1, Page-in-memory: 14
[0:012.5] Process: i, Page Referenced: 4, Page-in-memory: 3
[0:012.5] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:012.5] Process: E, Page Referenced: 29, Page-in-memory: 54, Process Evicted: S
[0:012.5] Process: a, Page Referenced: 4, Page-in-memory: 21
[0:012.5] Process: f, Page Referenced: 1, Page-in-memory: 22
[0:012.5] Process: 3, Page Referenced: 0, Page-in-memory: 0
[0:012.5] Process: I, Page Referenced: 0, Page-in-memory: 0
[0:012.5] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:012.5] Process: X, Page Referenced: 1, Page-in-memory: 55, Process Evicted: 3
[0:012.6] Process: 5, Page Referenced: 0, Page-in-memory: 0
[0:012.6] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:012.6] Process: M, Page Referenced: 30, Page-in-memory: 97
[0:012.6] Process: O, Page Referenced: 15, Page-in-memory: 56, Process Evicted: U
[0:012.6] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:012.6] Process: U, Page Referenced: 6, Page-in-memory: 57, Process Evicted: f
[0:012.6] Process: i, Page Referenced: 1, Page-in-memory: 5
[0:012.6] Process: O, Page Referenced: 15, Page-in-memory: 58, Process Evicted: E
[0:012.6] Process: E, Page Referenced: 1, Page-in-memory: 19
[0:012.6] Process: a, Page Referenced: 3, Page-in-memory: 59, Process Evicted: E
[0:012.6] Process: f, Page Referenced: 1, Page-in-memory: 22
[0:012.6] Process: 3, Page Referenced: 0, Page-in-memory: 0
[0:012.6] Process: I, Page Referenced: 3, Page-in-memory: 60, Process Evicted: e
[0:012.6] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:012.6] Process: X, Page Referenced: 21, Page-in-memory: 61, Process Evicted: U
[0:012.7] Process: 5, Page Referenced: 1, Page-in-memory: 92
[0:012.7] Process: l, Page Referenced: 16, Page-in-memory: 91
[0:012.7] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:012.7] Process: O, Page Referenced: 16, Page-in-memory: 99
[0:012.7] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:012.7] Process: U, Page Referenced: 1, Page-in-memory: 14
[0:012.7] Process: i, Page Referenced: 1, Page-in-memory: 5
[0:012.7] Process: O, Page Referenced: 30, Page-in-memory: 31
[0:012.7] Process: E, Exit, Size: 31, Service Duration: 2
Memory-map: XOUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIXIEeIYEffYqq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:012.7] Process: a, Page Referenced: 3, Page-in-memory: 59
[0:012.7] Process: f, Page Referenced: 16, Page-in-memory: 28
[0:012.7] Process: 3, Page Referenced: 7, Page-in-memory: 62, Process Evicted: I
[0:012.7] Process: I, Page Referenced: 30, Page-in-memory: 63, Process Evicted: E
[0:012.7] Process: W, Page Referenced: 1, Page-in-memory: 44
[0:012.7] Process: X, Page Referenced: 0, Page-in-memory: 0
[0:012.8] Process: 5, Page Referenced: 9, Page-in-memory: 64, Process Evicted: e
[0:012.8] Process: l, Page Referenced: 15, Page-in-memory: 65, Process Evicted: I
[0:012.8] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:012.8] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:012.8] Process: S, Page Referenced: 3, Page-in-memory: 4
[0:012.8] Process: U, Page Referenced: 16, Page-in-memory: 26
[0:012.8] Process: i, Page Referenced: 4, Page-in-memory: 3
[0:012.8] Process: O, Page Referenced: 1, Page-in-memory: 11
[0:012.8] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:012.8] Process: f, Page Referenced: 7, Page-in-memory: 66, Process Evicted: Y
[0:012.8] Process: 3, Page Referenced: 0, Page-in-memory: 0
[0:012.8] Process: I, Page Referenced: 30, Page-in-memory: 63
[0:012.8] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:012.8] Process: X, Page Referenced: 30, Page-in-memory: 49
[0:012.9] Process: 5, Page Referenced: 7, Page-in-memory: 67, Process Evicted: E
[0:012.9] Process: l, Page Referenced: 1, Page-in-memory: 94
[0:012.9] Process: M, Page Referenced: 30, Page-in-memory: 97
[0:012.9] Process: O, Page Referenced: 13, Page-in-memory: 68, Process Evicted: f
[0:012.9] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:012.9] Process: U, Page Referenced: 16, Page-in-memory: 26
[0:012.9] Process: i, Page Referenced: 0, Page-in-memory: 0
[0:012.9] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:012.9] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:012.9] Process: f, Page Referenced: 1, Page-in-memory: 22
[0:012.9] Process: 3, Page Referenced: 0, Page-in-memory: 0
[0:012.9] Process: I, Page Referenced: 14, Page-in-memory: 69, Process Evicted: f
[0:012.9] Process: W, Page Referenced: 2, Page-in-memory: 70, Process Evicted: Y
[0:012.9] Process: X, Page Referenced: 0, Page-in-memory: 0
[0:013.0] Process: 5, Page Referenced: 10, Page-in-memory: 90
[0:013.0] Process: l, Page Referenced: 14, Page-in-memory: 71, Process Evicted: q
[0:013.0] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:013.0] Process: O, Page Referenced: 1, Page-in-memory: 6
[0:013.0] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:013.0] Process: U, Page Referenced: 16, Page-in-memory: 26
[0:013.0] Process: i, Page Referenced: 0, Page-in-memory: 0
[0:013.0] Process: O, Page Referenced: 23, Page-in-memory: 47
[0:013.0] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:013.0] Process: f, Page Referenced: 0, Page-in-memory: 0
[0:013.0] Process: 3, Page Referenced: 0, Page-in-memory: 0
[0:013.0] Process: I, Page Referenced: 30, Page-in-memory: 63
[0:013.0] Process: W, Page Referenced: 1, Page-in-memory: 44
[0:013.0] Process: X, Page Referenced: 0, Page-in-memory: 0
[0:013.0] Process: 8, Enter, Size: 11, Service Duration: 1
Memory-map: 8OUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWlq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:013.1] Process: 5, Exit, Size: 11, Service Duration: 4
Memory-map: 8OUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWlq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:013.1] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:013.1] Process: M, Exit, Size: 31, Service Duration: 3
Memory-map: 8OUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWlq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:013.1] Process: O, Page Referenced: 16, Page-in-memory: 99
[0:013.1] Process: S, Page Referenced: 4, Page-in-memory: 7
[0:013.1] Process: U, Page Referenced: 0, Page-in-memory: 0
[0:013.1] Process: i, Page Referenced: 4, Page-in-memory: 3
[0:013.1] Process: O, Page Referenced: 25, Page-in-memory: 10
[0:013.1] Process: a, Page Referenced: 1, Page-in-memory: 27
[0:013.1] Process: f, Page Referenced: 0, Page-in-memory: 0
[0:013.1] Process: 3, Page Referenced: 1, Page-in-memory: 25
[0:013.1] Process: I, Exit, Size: 31, Service Duration: 1
Memory-map: 8OUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWlq2A2qAAeq2hhttqtt55l5ll5lMMO
[0:013.1] Process: W, Page Referenced: 4, Page-in-memory: 52
[0:013.1] Process: X, Page Referenced: 0, Page-in-memory: 0
[0:013.1] Process: 8, Page Referenced: 10, Page-in-memory: 72, Process Evicted: q
[0:013.2] Process: l, Page Referenced: 1, Page-in-memory: 94
[0:013.2] Process: O, Page Referenced: 16, Page-in-memory: 99
[0:013.2] Process: S, Page Referenced: 4, Page-in-memory: 7
[0:013.2] Process: U, Page Referenced: 0, Page-in-memory: 0
[0:013.2] Process: i, Page Referenced: 4, Page-in-memory: 3
[0:013.2] Process: O, Page Referenced: 6, Page-in-memory: 73, Process Evicted: 2
[0:013.2] Process: a, Page Referenced: 1, Page-in-memory: 27
[0:013.2] Process: f, Page Referenced: 1, Page-in-memory: 22
[0:013.2] Process: 3, Page Referenced: 1, Page-in-memory: 25
[0:013.2] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:013.2] Process: X, Page Referenced: 0, Page-in-memory: 0
[0:013.2] Process: 8, Page Referenced: 0, Page-in-memory: 0
[0:013.3] Process: l, Page Referenced: 16, Page-in-memory: 91
[0:013.3] Process: O, Page Referenced: 2, Page-in-memory: 74, Process Evicted: A
[0:013.3] Process: S, Page Referenced: 4, Page-in-memory: 7
[0:013.3] Process: U, Page Referenced: 16, Page-in-memory: 26
[0:013.3] Process: i, Page Referenced: 0, Page-in-memory: 0
[0:013.3] Process: O, Page Referenced: 30, Page-in-memory: 31
[0:013.3] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:013.3] Process: f, Page Referenced: 9, Page-in-memory: 75, Process Evicted: 2
[0:013.3] Process: 3, Page Referenced: 0, Page-in-memory: 0
[0:013.3] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:013.3] Process: X, Page Referenced: 0, Page-in-memory: 0
[0:013.3] Process: 8, Page Referenced: 10, Page-in-memory: 72
[0:013.4] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:013.4] Process: O, Page Referenced: 1, Page-in-memory: 6
[0:013.4] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:013.4] Process: U, Exit, Size: 17, Service Duration: 3
Memory-map: 8OUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWl8OOfqAAeq2hhttqtt55l5ll5lMMO
[0:013.4] Process: i, Page Referenced: 0, Page-in-memory: 0
[0:013.4] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:013.4] Process: a, Page Referenced: 4, Page-in-memory: 21
[0:013.4] Process: f, Page Referenced: 1, Page-in-memory: 22
[0:013.4] Process: 3, Exit, Size: 17, Service Duration: 2
Memory-map: 8OUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWl8OOfqAAeq2hhttqtt55l5ll5lMMO
[0:013.4] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:013.4] Process: X, Page Referenced: 1, Page-in-memory: 55
[0:013.4] Process: 8, Page Referenced: 0, Page-in-memory: 0
[0:013.5] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:013.5] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:013.5] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:013.5] Process: i, Exit, Size: 5, Service Duration: 3
Memory-map: 8OUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWl8OOfqAAeq2hhttqtt55l5ll5lMMO
[0:013.5] Process: O, Page Referenced: 30, Page-in-memory: 31
[0:013.5] Process: a, Page Referenced: 1, Page-in-memory: 27
[0:013.5] Process: f, Page Referenced: 16, Page-in-memory: 28
[0:013.5] Process: W, Page Referenced: 4, Page-in-memory: 52
[0:013.5] Process: X, Page Referenced: 1, Page-in-memory: 55
[0:013.5] Process: 8, Page Referenced: 10, Page-in-memory: 72
[0:013.6] Process: l, Page Referenced: 8, Page-in-memory: 96
[0:013.6] Process: O, Page Referenced: 1, Page-in-memory: 6
[0:013.6] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:013.6] Process: O, Page Referenced: 18, Page-in-memory: 76, Process Evicted: q
[0:013.6] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:013.6] Process: f, Page Referenced: 0, Page-in-memory: 0
[0:013.6] Process: W, Page Referenced: 4, Page-in-memory: 52
[0:013.6] Process: X, Page Referenced: 30, Page-in-memory: 49
[0:013.6] Process: 8, Page Referenced: 6, Page-in-memory: 77, Process Evicted: A
[0:013.7] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:013.7] Process: O, Page Referenced: 1, Page-in-memory: 6
[0:013.7] Process: S, Page Referenced: 4, Page-in-memory: 7
[0:013.7] Process: O, Page Referenced: 30, Page-in-memory: 31
[0:013.7] Process: a, Page Referenced: 1, Page-in-memory: 27
[0:013.7] Process: f, Page Referenced: 16, Page-in-memory: 28
[0:013.7] Process: W, Page Referenced: 1, Page-in-memory: 44
[0:013.7] Process: X, Page Referenced: 0, Page-in-memory: 0
[0:013.7] Process: 8, Page Referenced: 10, Page-in-memory: 72
[0:013.8] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:013.8] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:013.8] Process: S, Page Referenced: 4, Page-in-memory: 7
[0:013.8] Process: O, Page Referenced: 1, Page-in-memory: 11
[0:013.8] Process: a, Page Referenced: 1, Page-in-memory: 27
[0:013.8] Process: f, Page Referenced: 1, Page-in-memory: 22
[0:013.8] Process: W, Page Referenced: 4, Page-in-memory: 52
[0:013.8] Process: X, Page Referenced: 0, Page-in-memory: 0
[0:013.8] Process: 8, Page Referenced: 0, Page-in-memory: 0
[0:013.9] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:013.9] Process: O, Page Referenced: 1, Page-in-memory: 6
[0:013.9] Process: S, Page Referenced: 1, Page-in-memory: 15
[0:013.9] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:013.9] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:013.9] Process: f, Page Referenced: 16, Page-in-memory: 28
[0:013.9] Process: W, Page Referenced: 4, Page-in-memory: 52
[0:013.9] Process: X, Page Referenced: 9, Page-in-memory: 78, Process Evicted: A
[0:013.9] Process: 8, Page Referenced: 1, Page-in-memory: 79, Process Evicted: e
[0:014.0] Process: l, Page Referenced: 11, Page-in-memory: 80, Process Evicted: q
[0:014.0] Process: O, Page Referenced: 1, Page-in-memory: 6
[0:014.0] Process: S, Page Referenced: 4, Page-in-memory: 7
[0:014.0] Process: O, Page Referenced: 30, Page-in-memory: 31
[0:014.0] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:014.0] Process: f, Page Referenced: 0, Page-in-memory: 0
[0:014.0] Process: W, Page Referenced: 2, Page-in-memory: 70
[0:014.0] Process: X, Page Referenced: 17, Page-in-memory: 81, Process Evicted: 2
[0:014.0] Process: 8, Page Referenced: 10, Page-in-memory: 72
[0:014.0] Process: b, Enter, Size: 11, Service Duration: 5
Memory-map: bOUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWl8OOfO8X8lXhhttqtt55l5ll5lMMO
[0:014.1] Process: l, Page Referenced: 0, Page-in-memory: 0
[0:014.1] Process: O, Page Referenced: 1, Page-in-memory: 6
[0:014.1] Process: S, Page Referenced: 4, Page-in-memory: 7
[0:014.1] Process: O, Page Referenced: 1, Page-in-memory: 11
[0:014.1] Process: a, Page Referenced: 0, Page-in-memory: 0
[0:014.1] Process: f, Page Referenced: 0, Page-in-memory: 0
[0:014.1] Process: W, Page Referenced: 1, Page-in-memory: 44
[0:014.1] Process: X, Page Referenced: 10, Page-in-memory: 82, Process Evicted: h
[0:014.1] Process: 8, Exit, Size: 11, Service Duration: 1
Memory-map: bOUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWl8OOfO8X8lXXhttqtt55l5ll5lMMO
[0:014.1] Process: b, Page Referenced: 3, Page-in-memory: 83, Process Evicted: h
[0:014.1] Process: M, Enter, Size: 31, Service Duration: 2
Memory-map: MOUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWl8OOfO8X8lXXbttqtt55l5ll5lMMO
[0:014.2] Process: l, Exit, Size: 17, Service Duration: 5
Memory-map: MOUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWl8OOfO8X8lXXbttqtt55l5ll5lMMO
[0:014.2] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:014.2] Process: S, Page Referenced: 3, Page-in-memory: 4
[0:014.2] Process: O, Page Referenced: 30, Page-in-memory: 31
[0:014.2] Process: a, Exit, Size: 5, Service Duration: 3
Memory-map: MOUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWl8OOfO8X8lXXbttqtt55l5ll5lMMO
[0:014.2] Process: f, Page Referenced: 16, Page-in-memory: 28
[0:014.2] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:014.2] Process: X, Page Referenced: 1, Page-in-memory: 55
[0:014.2] Process: b, Page Referenced: 3, Page-in-memory: 83
[0:014.2] Process: M, Page Referenced: 0, Page-in-memory: 0
[0:014.2] Process: 8, Enter, Size: 17, Service Duration: 2
Memory-map: 8OUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWl8OOfO8X8lXXbttqtt55l5ll5lMMO
[0:014.3] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:014.3] Process: S, Exit, Size: 5, Service Duration: 4
Memory-map: 8OUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWl8OOfO8X8lXXbttqtt55l5ll5lMMO
[0:014.3] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:014.3] Process: f, Exit, Size: 17, Service Duration: 3
Memory-map: 8OUiSiOSUiOOEMUSUOMElafOA3Uaf3SOAafMUAO3If3IWMOOIXOUWMEXOUOaIX3I5lf5OIWl8OOfO8X8lXXbttqtt55l5ll5lMMO
[0:014.3] Process: W, Page Referenced: 3, Page-in-memory: 84, Process Evicted: t
[0:014.3] Process: X, Page Referenced: 10, Page-in-memory: 82
[0:014.3] Process: b, Page Referenced: 10, Page-in-memory: 85, Process Evicted: t
[0:014.3] Process: M, Page Referenced: 3, Page-in-memory: 86, Process Evicted: q
[0:014.3] Process: 8, Page Referenced: 0, Page-in-memory: 0
[0:014.4] Process: O, Page Referenced: 16, Page-in-memory: 99
[0:014.4] Process: O, Page Referenced: 0, Page-in-memory: 0
[0:014.4] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:014.4] Process: X, Page Referenced: 22, Page-in-memory: 87, Process Evicted: t
